beta,mean_variance,std_variance,count,sem,ci95
0.1,0.49422506988048553,0.016575556259140735,6,0.00676694250628179,0.013263207312312309
0.2,0.9408872822920481,0.006167848423460711,6,0.002518013574718068,0.0049353066064474135
0.3,1.2177457412083943,0.0053949677416755696,6,0.002202486357646739,0.004316873260987609
0.4,1.2428657015164692,0.002453311994977193,6,0.0010015604279239286,0.0019630584387309
0.5,1.1915308237075806,0.002231505287115241,6,0.000911008218625869,0.001785576108506703
0.6,1.1168902317682903,0.0028616872827465388,6,0.001168278941023452,0.0022898267244059658
0.7,1.052389641602834,0.0020628583604381987,6,0.000842158399117982,0.0016506304622712447
0.8,1.007036844889323,0.0024135673481986523,6,0.0009853347438214992,0.0019312560978901382
0.9,0.9802762965361277,0.0014193494941460473,6,0.0005794470045558726,0.0011357161289295105
